SS ID,Strike,Dip Direction,Dip,Rake,Length (km),Width (km),Min Depth (km),Max Depth (km),Rupture Area,Average slip (m),Mw (W&C94),Mw (K&A),M0 (Nm),LonA,LatA,LonB,LatB,Lon1,Lat1,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Slip rate
135,210,300,85,175,54,13,7,20,702,1.25,6.9,6.9,2.63E+19,21.6318,38.1184,21.324,37.6979,21.6257,38.1212,21.3179,37.7006,21.3068,37.7057,21.6145,38.1263,
138,349,79,25,90,24,12,3,8.1,288,0.94,6.5,6.5,8.12E+18,20.9003,37.4159,20.8483,37.6278,20.9719,37.427,20.92,37.6388,21.0411,37.6575,21.0929,37.4456,
139,44,134,80,190,37,11,0,10.8,407,0.94,6.6,6.6,1.14E+19,21.0016,37.3844,21.293,37.6238,21.0016,37.3844,21.293,37.6238,21.3086,37.6118,21.0172,37.3725,
140,89,179,45,230,24,14,0,9.9,336,0.71,6.5,6.5,7.17E+18,21.2649,36.9124,21.5349,36.9162,21.2649,36.9124,21.5349,36.9162,21.5367,36.8272,21.267,36.8234,
141,165,255,45,270,24,14,0,9.9,336,0.71,6.5,6.5,7.17E+18,22.0065,37.2894,22.0766,37.081,22.0065,37.2894,22.0766,37.081,21.9687,37.0579,21.8985,37.2664,
142,197,287,45,283,27,15,0,10.6,405,0.78,6.6,6.6,9.54E+18,22.2038,37.142,22.1149,36.9098,22.2038,37.142,22.1149,36.9098,22.0007,36.9377,22.0895,37.1699,
143,155,245,45,270,25.5,14.5,0,10.3,369.8,0.75,6.5,6.5,8.30E+18,22.1232,36.8897,22.2442,36.6819,22.1232,36.8897,22.2442,36.6819,22.1399,36.6429,22.0188,36.8508,
144,174,264,45,285,23,13.5,0,9.5,310.5,0.68,6.5,6.5,6.35E+18,22.2564,36.6584,22.2833,36.4526,22.2564,36.6584,22.2833,36.4526,22.1771,36.4437,22.15,36.6494,
145,332,62,60,250,52.5,24,0,20.8,1260,1.43,7.1,7.1,5.41E+19,22.4749,36.9117,22.1969,37.3285,22.4749,36.9117,22.1969,37.3285,22.3166,37.3792,22.5943,36.9623,
146,181,271,60,280,48,22.5,0,19.5,1080,1.32,7,7,4.28E+19,22.7703,36.7347,22.7609,36.3031,22.7703,36.7347,22.7609,36.3031,22.6352,36.3049,22.6442,36.7365,
147,214,304,75,170,64,14,4,17.5,896,1.33,7,7,3.82E+19,22.6192,36.1384,22.2218,35.6612,22.6093,36.1438,22.212,35.6666,22.1786,35.6848,22.5759,36.162,
148,188,278,60,270,54,24.5,0,21.2,1323,1.47,7.1,7.1,5.83E+19,23.5623,35.7677,23.4792,35.2868,23.5623,35.7677,23.4792,35.2868,23.3454,35.3021,23.428,35.783,
149,179,269,60,270,32,17,0,14.7,544,0.92,6.7,6.7,1.50E+19,23.726,35.7044,23.7322,35.4167,23.726,35.7044,23.7322,35.4167,23.6383,35.4153,23.632,35.7031,
150,57,147,60,230,27,15,0,13,405,0.78,6.6,6.6,9.54E+18,23.3896,35.0336,23.6386,35.1659,23.3896,35.0336,23.6386,35.1659,23.6834,35.1093,23.4346,34.9771,
151,94,184,60,270,59,26,0,22.5,1534,1.59,7.2,7.2,7.32E+19,23.6392,35.1768,24.2866,35.1397,23.6392,35.1768,24.2866,35.1397,24.2764,35.0231,23.6294,35.0601,
152,95,185,60,270,37.5,19,0,16.5,712.5,1.06,6.8,6.8,2.26E+19,24.1383,35.199,24.5493,35.1697,24.1383,35.199,24.5493,35.1697,24.5401,35.0845,24.1293,35.1139,
153,101,191,60,270,39,19.5,0,16.9,760.5,1.1,6.9,6.9,2.50E+19,24.2984,35.1413,24.7193,35.0744,24.2984,35.1413,24.7193,35.0744,24.6987,34.9883,24.2781,35.0552,
154,250,340,80,0,59,13.5,0,13.3,796.5,1.34,6.9,6.9,3.19E+19,24.6058,34.7342,23.9997,34.5527,24.6058,34.7342,23.9997,34.5527,23.9909,34.5725,24.5971,34.754,
155,256,346,75,0,107,17.5,0,16.9,1872.5,2.1,7.3,7.3,1.18E+20,25.7642,34.9263,24.6271,34.6936,25.7642,34.9263,24.6271,34.6936,24.6149,34.7331,25.7524,34.9659,
156,195,285,50,260,32,17,0,13,544,0.92,6.7,6.7,1.50E+19,25.3783,35.3116,25.2872,35.0337,25.3783,35.3116,25.2872,35.0337,25.1712,35.0591,25.2621,35.3371,
157,77,167,55,260,37.5,19,0,15.6,712.5,1.06,6.8,6.8,2.26E+19,25.2942,34.9871,25.6954,35.063,25.2942,34.9871,25.6954,35.063,25.7222,34.9675,25.3212,34.8916,
158,209,299,70,210,45,12,0,11.3,540,1.09,6.8,6.8,1.76E+19,26.0032,35.3451,25.7632,34.9912,26.0032,35.3451,25.7632,34.9912,25.7238,35.0091,25.9637,35.363,
159,243,333,78,10,93.5,16.5,0,16.1,1542.7,1.9,7.2,7.2,8.77E+19,27.2384,35.2888,26.3227,34.907,27.2384,35.2888,26.3227,34.907,26.3055,34.9345,27.2214,35.3163,
160,243,333,78,30,54,13,0,12.7,702,1.25,6.9,6.9,2.63E+19,27.8028,35.7031,27.2707,35.4827,27.8028,35.7031,27.2707,35.4827,27.2571,35.5043,27.7892,35.7248,
161,219,309,84,20,114,18,0,17.9,2052,1.95,7.4,7.4,1.36E+20,28.6334,36.5045,27.8348,35.7077,28.6334,36.5045,27.8348,35.7077,27.8186,35.7184,28.6171,36.5151,
162,237,327,78,10,114,18,0,17.6,2052,2.2,7.4,7.4,1.36E+20,28.2698,35.7245,27.2144,35.1661,28.2698,35.7245,27.2144,35.1661,27.1918,35.1943,28.2474,35.7527,
163,244,334,75,10,87,16,0,15.5,1392,1.79,7.2,7.2,7.49E+19,25.5836,34.2893,24.7342,33.9464,25.5836,34.2893,24.7342,33.9464,24.7144,33.9798,25.564,34.3228,
164,242,332,75,10,154,20.5,0,19.8,3157,2.77,7.5,7.5,2.62E+20,27.1949,34.9055,25.7096,34.2553,27.1949,34.9055,25.7096,34.2553,25.6823,34.2974,27.1678,34.9476,
165,238,328,75,10,122,18.5,0,17.9,2257,2.32,7.4,7.4,1.57E+20,26.7495,34.2573,25.6276,33.6759,26.7495,34.2573,25.6276,33.6759,25.6,33.7124,26.722,34.2938,
166,236,326,75,10,69.5,14.5,0,14,1007.7,1.51,7,7,4.57E+19,27.421,34.5599,26.7931,34.2103,27.421,34.5599,26.7931,34.2103,26.7702,34.2383,27.3982,34.5878,
167,236,326,75,10,121.5,18.5,0,17.9,2247.8,2.31,7.4,7.4,1.56E+20,28.5737,35.2486,27.4686,34.6375,28.5737,35.2486,27.4686,34.6375,27.4392,34.6732,28.5444,35.2843,
168,65,155,60,330,41,11.5,0,10,471.5,1.95,6.7,6.9,3.13E+19,28.9917,35.9427,29.4048,36.0985,28.9917,35.9427,29.4048,36.0985,29.4318,36.0516,29.0187,35.8958,
169,65,155,60,290,32,17,0,14.7,544,0.81,6.7,6.7,1.50E+19,29.6681,36.1533,29.9914,36.2749,29.6681,36.1533,29.9914,36.2749,30.0314,36.2056,29.7082,36.084,
170,70,160,65,330,45,12,0,10.9,540,0.96,6.8,6.8,1.76E+19,29.3422,35.8569,29.8119,35.9953,29.3422,35.8569,29.8119,35.9953,29.8311,35.9524,29.3616,35.814,
190,354,84,20,159,37,11,25,28.8,407,0.77,6.6,6.6,9.40E+18,19.693,37.411,19.6473,37.7419,20.4676,37.4755,20.4237,37.8065,20.5406,37.8162,20.5842,37.4853,
192,5,95,25,168,45,12,7,12.1,540,1.02,6.8,6.8,1.76E+19,20.3669,37.2597,20.4109,37.6628,20.5361,37.2479,20.5805,37.6511,20.7034,37.6426,20.6587,37.2394,
226,206,296,60,225,28,15.5,0,13.4,434,0.81,6.6,6.6,1.06E+19,25.4329,36.3963,25.296,36.1699,25.4329,36.3963,25.296,36.1699,25.2183,36.2005,25.3551,36.4268,
242,83,173,43,258,68,29,0,19.8,1972,1.6,7.3,7.3,1.0745E+20,27.6943,36.9957,28.4546,37.0703,27.6943,36.9957,28.4546,37.0703,28.4832,36.8809,27.7238,36.8064,
250,77,167,85,30,26,9.5,0,9.5,247,0.98,6.4,6.5,7.26E+18,19.6753,39.6836,19.9715,39.7362,19.6753,39.6836,19.9715,39.7362,19.9737,39.7289,19.6775,39.6763,
256,61,151,85,190,64,14,0,13.9,896,1.42,7,7,3.81972E+19,27.0253,39.9793,27.6836,40.2583,27.0253,39.9793,27.6836,40.2583,27.6906,40.2487,27.0323,39.9697,
257,237,327,85,200,47,12,0,12,564,1.11,6.8,6.8,1.8813E+19,27.0973,39.9171,26.6358,39.6869,27.0973,39.9171,26.6358,39.6869,26.6292,39.6948,27.0906,39.925,
258,60,150,80,174,68,18,0,17.7,1224,1.68,7.1,7.1,6.1561E+19,27.0699,39.8399,27.7612,40.1457,27.0699,39.8399,27.7612,40.1457,27.7795,40.1213,27.0883,39.8156,
259,243,333,85,200,35,11,0,11,385,0.91,6.6,6.6,1.04895E+19,27.4904,39.8888,27.1253,39.7459,27.4904,39.8888,27.1253,39.7459,27.1202,39.7536,27.4853,39.8965,
260,248,338,85,160,78,15,0,14.9,1170,1.64,7.1,7.1,5.75E+19,27.8895,39.7714,27.0449,39.5087,27.8895,39.7714,27.0449,39.5087,27.0392,39.5196,27.8838,39.7823,
261,75,165,70,253,75,31,0,29.1,2325,1.98,7.4,7.4,1.38E+20,26.1346,39.4527,26.9794,39.6273,26.1346,39.4527,26.9794,39.6273,27.0111,39.5352,26.1668,39.3606,
261,75,165,85,190,41,11.5,0,11.5,471.5,1.01,6.7,6.7,1.4303E+19,27.4873,39.5941,27.9498,39.6896,27.4873,39.5941,27.9498,39.6896,27.9528,39.6809,27.4903,39.5854,
262,23,113,85,190,37,11,0,11,407,0.94,6.6,6.6,1.14204E+19,27.8474,39.0612,28.0152,39.3675,27.8474,39.0612,28.0152,39.3675,28.0254,39.3641,27.8576,39.0578,
263,203,293,85,190,26,9.5,0,9.5,247,0.72,6.4,6.4,5.3352E+18,27.1517,39.0682,27.0342,38.8529,27.1517,39.0682,27.0342,38.8529,27.0254,38.8558,27.1429,39.0711,
300,3,93,80,180,35,11,0,10.8,385,0.83,6.6,6.6,1.05452E+19,26.6307,38.1451,26.6517,38.4594,26.6307,38.1451,26.6517,38.4594,26.6736,38.4585,26.6526,38.1442,
301,228,318,79,189,38,11,0,10.8,418,0.86,6.7,6.7,1.1896E+19,26.951,38.3491,26.6277,38.1204,26.951,38.3491,26.6277,38.1204,26.6116,38.1344,26.935,38.3631,
302,257,347,65,250,22,13,0,11.8,286,0.59,6.4,6.4,5.60067E+18,27.0607,38.4047,26.8148,38.3602,27.0607,38.4047,26.8148,38.3602,26.8006,38.4083,27.0466,38.4528,
305,39,129,80,160,37,11,0,10.8,407,0.85,6.6,6.6,1.14204E+19,26.8457,38.0524,27.1121,38.3109,26.8457,38.0524,27.1121,38.3109,27.1291,38.3001,26.8627,38.0415,
307,286,16,65,280,55,25,0,22.7,1375,1.36,7.1,7.1,6.19E+19,27.8859,38.4916,27.2779,38.6279,27.8859,38.4916,27.2779,38.6279,27.3112,38.7193,27.9196,38.5829,
308,308,38,65,300,27,15,0,13.6,405,0.71,6.6,6.6,9.53688E+18,27.9629,38.6164,27.7177,38.7659,27.9629,38.6164,27.7177,38.7659,27.7627,38.8108,28.0079,38.6613,
310,278,8,65,280,27,15,0,13.6,405,0.71,6.6,6.6,9.53688E+18,27.643,38.407,27.3361,38.4407,27.643,38.407,27.3361,38.4407,27.3461,38.4972,27.6532,38.4634,
311,243,333,85,190,59,13.5,0,13.4,796.5,1.21,6.9,6.9,3.19017E+19,27.8745,38.4975,27.2715,38.2566,27.8745,38.4975,27.2715,38.2566,27.2653,38.266,27.8684,38.5069,
320,76,166,60,250,23,13.5,0,11.7,310.5,0.62,6.5,6.5,6.35118E+18,27.2403,37.821,27.4945,37.8711,27.2403,37.821,27.4945,37.8711,27.513,37.8122,27.259,37.7621,
321,100,190,60,275,32,17,0,14.7,544,0.83,6.7,6.7,1.49784E+19,27.497,37.9088,27.8561,37.8588,27.497,37.9088,27.8561,37.8588,27.8392,37.7835,27.4803,37.8335,
322,79,169,60,265,44,21,0,18.2,924,1.1,7,7,3.36882E+19,27.8647,37.8514,28.3569,37.927,27.8647,37.8514,28.3569,37.927,28.3795,37.8343,27.8876,37.7588,
323,55,145,51,227,33,17.5,0,13.6,577.5,0.86,6.7,6.7,1.64125E+19,27.1561,37.6079,27.4633,37.7782,27.1561,37.6079,27.4633,37.7782,27.535,37.697,27.2279,37.5268,
324,301,31,80,207,41,11.5,0,11.3,471.5,0.92,6.7,6.7,1.4303E+19,27.9456,37.2138,27.5482,37.4037,27.9456,37.2138,27.5482,37.4037,27.5598,37.4191,27.9572,37.2292,
700,230,320,80,195,54,13,0,12.8,702,1.25,6.9,6.9,2.62964E+19,19.8502,40.2013,19.3642,39.8892,19.8502,40.2013,19.3642,39.8892,19.3471,39.9047,19.8331,40.2169,
710,357,87,40,255,50,23,0,14.8,1150,1.36,7.1,7.1,4.692E+19,20.6585,40.8106,20.6273,41.2596,20.6585,40.8106,20.6273,41.2596,20.8374,41.2679,20.8679,40.8189,
711,185,275,58,278,24,14,0,11.9,336,0.67,6.5,6.5,6.7536E+18,20.8115,40.7016,20.7867,40.4866,20.8115,40.7016,20.7867,40.4866,20.6993,40.4924,20.7239,40.7074,
715,343,73,45,285,59,26,0,18.4,1534,1.59,7.2,7.2,7.31666E+19,21.373,41.127,21.1662,41.6344,21.373,41.127,21.1662,41.6344,21.3774,41.6827,21.5834,41.1753,
720,60,150,75,10,115,18,0,17.4,2070,2.21,7.4,7.4,1.37241E+20,19.0121,40.642,20.1971,41.1591,19.0121,40.642,20.1971,41.1591,20.2247,41.1228,19.0399,40.6057,
721,42,132,65,330,81,15.5,0,14,1255.5,1.7,7.1,7.1,6.40014E+19,20.2246,41.2473,20.8756,41.7886,20.2246,41.2473,20.8756,41.7886,20.9341,41.7492,20.283,41.2079,
722,45,135,60,300,32,17,0,14.7,544,0.92,6.7,6.7,1.49784E+19,20.8895,41.9652,21.1636,42.1686,20.8895,41.9652,21.1636,42.1686,21.2364,42.1146,20.9623,41.9111,
750,269,359,45,270,46,22,0,15.6,1012,1.28,7,7,3.87192E+19,23.2428,41.3744,22.6916,41.3672,23.2428,41.3744,22.6916,41.3672,22.6881,41.5071,23.2398,41.5143,
752,309,39,45,310,45,21.5,0,15.2,967.5,1.28,7,7,3.7152E+19,22.5637,41.4055,22.1436,41.6601,22.5637,41.4055,22.1436,41.6601,22.2585,41.7664,22.6788,41.5117,
756,295,25,60,330,37,11,0,9.5,407,0.94,6.6,6.6,1.14204E+19,21.665,41.8864,21.2594,42.027,21.665,41.8864,21.2594,42.027,21.2875,42.0718,21.6931,41.9312,
760,253,343,55,250,39,19.5,0,16,760.5,1.1,6.9,6.9,2.50082E+19,23.226,41.873,22.7759,41.7704,23.226,41.873,22.7759,41.7704,22.7363,41.8666,23.1866,41.9692,
761,287,17,60,300,30,16,0,13.9,480,0.86,6.7,6.7,1.2384E+19,23.6237,41.7985,23.2774,41.8773,23.6237,41.7985,23.2774,41.8773,23.3056,41.9461,23.6521,41.8673,
762,306,36,60,310,44,21,0,18.2,924,1.22,7,7,3.36882E+19,24.1707,41.6361,23.7416,41.8687,24.1707,41.6361,23.7416,41.8687,23.816,41.9451,24.2452,41.7125,
765,293,23,65,310,69,29,0,26.3,2001,1.83,7.3,7.3,1.09877E+20,24.5075,42.0407,23.7369,42.2831,24.5075,42.0407,23.7369,42.2831,23.7948,42.3846,24.5659,42.1421,
766,294,24,65,310,69,29,0,26.3,2001,1.83,7.3,7.3,1.09855E+20,25.107,41.9277,24.3435,42.1801,25.107,41.9277,24.3435,42.1801,24.4037,42.2808,25.1677,42.0284,
